,City1,City2,Month,Passenger Count,Flight Count,Average Capacity (%),Flight Distance (km),Actual Passenger Distance (km),Potential Passenger Distance (km),Seats,Plane Size (seats)
9338,BROOME,PERTH,2000-08-01,14703,237,86.5,1677,24656931,28500615,16995,71.70886075949367
9339,CAIRNS,MELBOURNE,2000-08-01,5100,36,95.3,2311,11786100,12368472,5352,148.66666666666666
9340,CAIRNS,SYDNEY,2000-08-01,70329,401,87.7,1971,138618459,157995360,80160,199.9002493765586
9341,CAIRNS,TOWNSVILLE,2000-08-01,11757,578,57.46053468,284,3338988,5810924,20461,35.39965397923876
9342,CANBERRA,MELBOURNE,2000-08-01,65698,904,71.1,470,30878060,43401680,92344,102.15044247787611
9343,CANBERRA,SYDNEY,2000-08-01,85749,2627,70.4,236,20236764,28729932,121737,46.34069280548154
9344,COFFS HARBOUR,SYDNEY,2000-08-01,13632,614,62.1,443,6038976,9719863,21941,35.73452768729641
9345,DARWIN,SYDNEY,2000-08-01,16515,156,84.4,3155,52104825,61765435,19577,125.49358974358974
9346,DEVONPORT,MELBOURNE,2000-08-01,9442,432,61.7,412,3890104,6305248,15304,35.425925925925924
9347,DUBBO,SYDNEY,2000-08-01,10790,535,57.9,310,3344900,5777470,18637,34.83551401869159
9348,GOLD COAST,SYDNEY,2000-08-01,98412,783,82.8,680,66920160,80807120,118834,151.76756066411238
9349,HOBART,MELBOURNE,2000-08-01,58592,904,75.1,618,36209856,48202146,77997,86.27986725663717
9350,HOBART,SYDNEY,2000-08-01,9334,171,61.1,1039,9698026,15870725,15275,89.32748538011695
9351,KALGOORLIE,PERTH,2000-08-01,15094,342,55.8,538,8120572,14548596,27042,79.0701754385965
9352,KARRATHA,PERTH,2000-08-01,12798,286,54.8,1250,15997500,29187500,23350,81.64335664335664
9353,LAUNCESTON,MELBOURNE,2000-08-01,29691,787,62.7,476,14132916,22531460,47335,60.14612452350699
9354,LAUNCESTON,SYDNEY,2000-08-01,3531,77,60.3,914,3227334,5347814,5851,75.98701298701299
9355,MELBOURNE,BURNIE,2000-08-01,6488,350,52.5,378,2452464,4672080,12360,35.31428571428572
9356,MELBOURNE,GOLD COAST,2000-08-01,50758,348,82.1,1330,67508140,82272470,61859,177.75574712643677
9357,MELBOURNE,MILDURA,2000-08-01,9624,418,65.3,457,4398168,6740293,14749,35.28468899521531
9358,MELBOURNE,NEWCASTLE,2000-08-01,4124,243,51.3,836,3447664,6724784,8044,33.10288065843621
9359,MELBOURNE,PERTH,2000-08-01,73488,632,71.3,2706,198858528,278942598,103083,163.10601265822785
9360,MELBOURNE,SYDNEY,2000-08-01,519409,3836,72.9,706,366702754,502704476,712046,185.62200208550573
9361,PERTH,PORT HEDLAND,2000-08-01,6839,133,67.97535036,1312,8972768,13200032,10061,75.64661654135338
9362,PERTH,SYDNEY,2000-08-01,76157,664,68.9,3284,250099588,363226820,110605,166.5737951807229
9363,SUNSHINE COAST,MELBOURNE,2000-08-01,3192,32,81.8,1454,4641168,5670600,3900,121.875
9364,SUNSHINE COAST,SYDNEY,2000-08-01,9363,96,78.6,837,7836831,9974529,11917,124.13541666666667
9365,SYDNEY,WAGGA WAGGA,2000-08-01,9848,430,65.5,367,3614216,5515643,15029,34.95116279069767
9366,ADELAIDE,ALICE SPRINGS,2000-09-01,13474,121,88.0,1316,17731784,20150592,15312,126.54545454545455
9367,ADELAIDE,BRISBANE,2000-09-01,20149,167,93.4,1622,32681678,35002760,21580,129.22155688622755
9368,ADELAIDE,CANBERRA,2000-09-01,10274,157,75.1,972,9986328,13304736,13688,87.18471337579618
9369,ADELAIDE,DARWIN,2000-09-01,14137,137,87.1,2619,37024803,42506370,16230,118.46715328467154
9370,ADELAIDE,MELBOURNE,2000-09-01,123422,1181,81.7,643,79360346,97107146,151022,127.87637595258256
9371,ADELAIDE,PERTH,2000-09-01,38744,354,84.9,2120,82137280,96735600,45630,128.89830508474577
9372,ADELAIDE,PORT LINCOLN,2000-09-01,8358,488,69.4,246,2056068,2964300,12050,24.692622950819672
9373,ADELAIDE,SYDNEY,2000-09-01,102834,1072,74.4,1167,120007278,161305074,138222,128.9384328358209
9374,ALBURY,SYDNEY,2000-09-01,12912,566,64.2,452,5836224,9096952,20126,35.55830388692579
9375,ALICE SPRINGS,DARWIN,2000-09-01,15306,181,82.2,1305,19974330,24289965,18613,102.8342541436464
9376,ALICE SPRINGS,SYDNEY,2000-09-01,12399,126,77.3,2022,25070778,32430858,16039,127.2936507936508
9377,BALLINA,SYDNEY,2000-09-01,8371,483,48.6,612,5123052,10542924,17227,35.666666666666664
9378,BRISBANE,CAIRNS,2000-09-01,89739,737,85.4,1391,124826949,146159325,105075,142.57123473541384
9379,BRISBANE,CANBERRA,2000-09-01,24752,431,86.1,956,23662912,27488824,28754,66.71461716937355
9380,BRISBANE,DARWIN,2000-09-01,16066,135,79.6,2852,45820232,57539100,20175,149.44444444444446
9381,BRISBANE,HAMILTON ISLAND,2000-09-01,12413,171,79.2,888,11022744,13921176,15677,91.67836257309942
9382,BRISBANE,MACKAY,2000-09-01,18111,334,72.0,797,14434467,20045347,25151,75.30239520958084
9383,BRISBANE,MELBOURNE,2000-09-01,181972,1573,89.2,1381,251303332,281798574,204054,129.72282263191354
9384,BRISBANE,NEWCASTLE,2000-09-01,5668,331,59.6,614,3480152,5836684,9506,28.719033232628398
9385,BRISBANE,PERTH,2000-09-01,6670,56,85.7,3615,24112050,28142775,7785,139.01785714285714
9386,BRISBANE,PROSERPINE,2000-09-01,7469,124,76.0,895,6684755,8795165,9827,79.25
9387,BRISBANE,ROCKHAMPTON,2000-09-01,21048,404,70.0,518,10902864,15585584,30088,74.47524752475248
9388,BRISBANE,SYDNEY,2000-09-01,389187,2840,82.9,753,293057811,353342238,469246,165.2274647887324
9389,BRISBANE,TOWNSVILLE,2000-09-01,48976,467,82.4,1112,54461312,66068368,59414,127.22483940042827
9390,BROOME,PERTH,2000-09-01,14428,227,88.3,1677,24195756,27408888,16344,72.0
9391,CAIRNS,MELBOURNE,2000-09-01,5584,41,93.3,2311,12904624,13835957,5987,146.02439024390245
9392,CAIRNS,SYDNEY,2000-09-01,67309,406,80.6,1971,132666039,164696760,83560,205.8128078817734
9393,CAIRNS,TOWNSVILLE,2000-09-01,11269,556,57.37780041,284,3200396,5577760,19640,35.32374100719424
9394,CANBERRA,MELBOURNE,2000-09-01,63580,870,72.0,470,29882600,41487370,88271,101.46091954022988
9395,CANBERRA,SYDNEY,2000-09-01,78717,2430,68.4,236,18577212,27159824,115084,47.359670781893
9396,COFFS HARBOUR,SYDNEY,2000-09-01,12670,580,60.8,443,5612810,9229462,20834,35.92068965517242
9397,DARWIN,SYDNEY,2000-09-01,14623,148,79.0,3155,46135565,58411670,18514,125.0945945945946
9398,DEVONPORT,MELBOURNE,2000-09-01,10159,416,68.6,412,4185508,6103368,14814,35.61057692307692
9399,DUBBO,SYDNEY,2000-09-01,9551,444,61.1,310,2960810,4849640,15644,35.234234234234236
9400,GOLD COAST,SYDNEY,2000-09-01,105638,809,87.2,680,71833840,82336440,121083,149.6699629171817
9401,HOBART,MELBOURNE,2000-09-01,66879,921,83.2,618,41331222,49687200,80400,87.29641693811075
9402,HOBART,SYDNEY,2000-09-01,11801,192,64.7,1039,12261239,18962789,18251,95.05729166666667
9403,KALGOORLIE,PERTH,2000-09-01,19806,336,74.1,538,10655628,14372132,26714,79.50595238095238
9404,KARRATHA,PERTH,2000-09-01,15336,264,70.9,1250,19170000,27045000,21636,81.95454545454545
9405,LAUNCESTON,MELBOURNE,2000-09-01,38629,796,80.4,476,18387404,22866564,48039,60.35050251256281
9406,LAUNCESTON,SYDNEY,2000-09-01,6026,103,77.0,914,5507764,7154792,7828,76.0
9407,MELBOURNE,BURNIE,2000-09-01,7877,334,66.8,378,2977506,4457754,11793,35.308383233532936
9408,MELBOURNE,GOLD COAST,2000-09-01,51215,325,90.9,1330,68115950,74933530,56341,173.35692307692307
9409,MELBOURNE,MILDURA,2000-09-01,9429,401,66.8,457,4309053,6450555,14115,35.19950124688279
9410,MELBOURNE,NEWCASTLE,2000-09-01,4897,216,64.2,836,4093892,6373664,7624,35.2962962962963
9411,MELBOURNE,PERTH,2000-09-01,87770,625,86.1,2706,237505620,275892936,101956,163.1296
9412,MELBOURNE,SYDNEY,2000-09-01,569803,3946,78.8,706,402280918,510446472,723012,183.22655854029398
9413,PERTH,PORT HEDLAND,2000-09-01,7968,132,79.71188475,1312,10454016,13114752,9996,75.72727272727273
9414,PERTH,SYDNEY,2000-09-01,94514,708,77.3,3284,310383976,401475568,122252,172.6723163841808
9415,SUNSHINE COAST,MELBOURNE,2000-09-01,3541,36,75.2,1454,5148614,6842524,4706,130.72222222222223
9416,SUNSHINE COAST,SYDNEY,2000-09-01,9640,102,76.1,837,8068680,10597257,12661,124.12745098039215
9417,SYDNEY,TOWNSVILLE,2000-09-01,5,1,4.1,1690,8450,207870,123,123.0
9418,SYDNEY,WAGGA WAGGA,2000-09-01,8728,411,60.8,367,3203176,5267551,14353,34.92214111922141
9419,ADELAIDE,ALICE SPRINGS,2000-10-01,13636,124,86.3,1316,17944976,20798064,15804,127.45161290322581
9420,ADELAIDE,BRISBANE,2000-10-01,19756,170,90.7,1622,32044232,35346624,21792,128.18823529411765
9421,ADELAIDE,CANBERRA,2000-10-01,9755,168,69.9,972,9481860,13571064,13962,83.10714285714286
9422,ADELAIDE,DARWIN,2000-10-01,12735,140,78.2,2619,33352965,42624225,16275,116.25
9423,ADELAIDE,MELBOURNE,2000-10-01,123531,1242,78.2,643,79430433,101621006,158042,127.24798711755234
9424,ADELAIDE,PERTH,2000-10-01,36708,365,79.0,2120,77820960,98565160,46493,127.37808219178082
9425,ADELAIDE,PORT LINCOLN,2000-10-01,8175,502,65.8,246,2011050,3058272,12432,24.764940239043824
9426,ADELAIDE,SYDNEY,2000-10-01,104371,1096,73.5,1167,121800957,165681324,141972,129.53649635036496
9427,ALBURY,SYDNEY,2000-10-01,10926,580,53.1,452,4938552,9292216,20558,35.4448275862069
9428,ALICE SPRINGS,DARWIN,2000-10-01,15529,185,79.9,1305,20265345,25349625,19425,105.0
9429,ALICE SPRINGS,SYDNEY,2000-10-01,13822,126,84.4,2022,27948084,33128448,16384,130.03174603174602
9430,BALLINA,SYDNEY,2000-10-01,7947,506,44.0,612,4863564,11044152,18046,35.66403162055336
9431,BRISBANE,CAIRNS,2000-10-01,86587,738,81.6,1391,120442517,147555889,106079,143.73848238482384
9432,BRISBANE,CANBERRA,2000-10-01,23597,453,81.0,956,22558732,27854972,29137,64.32008830022075
9433,BRISBANE,DARWIN,2000-10-01,14918,125,73.5,2852,42546136,57852820,20285,162.28
9434,BRISBANE,HAMILTON ISLAND,2000-10-01,12404,179,72.5,888,11014752,15201672,17119,95.63687150837988
9435,BRISBANE,MACKAY,2000-10-01,17639,350,65.3,797,14058283,21522985,27005,77.15714285714286
9436,BRISBANE,MELBOURNE,2000-10-01,196747,1747,85.8,1381,271707607,316645347,229287,131.2461362335432
9437,BRISBANE,NEWCASTLE,2000-10-01,5766,342,58.0,614,3540324,6100704,9936,29.05263157894737
9438,BRISBANE,PERTH,2000-10-01,6912,60,80.3,3615,24986880,31107075,8605,143.41666666666666
9439,BRISBANE,PROSERPINE,2000-10-01,7158,123,71.7,895,6406410,8939260,9988,81.20325203252033
9440,BRISBANE,ROCKHAMPTON,2000-10-01,21718,428,67.7,518,11249924,16613814,32073,74.93691588785046
9441,BRISBANE,SYDNEY,2000-10-01,379718,3090,74.8,753,285927654,382462254,507918,164.3747572815534
9442,BRISBANE,TOWNSVILLE,2000-10-01,45951,469,76.2,1112,51097512,67063608,60309,128.590618336887
9443,BROOME,PERTH,2000-10-01,13217,227,81.5,1677,22164909,27187524,16212,71.41850220264317
9444,CAIRNS,MELBOURNE,2000-10-01,5235,41,84.6,2311,12098085,14298157,6187,150.90243902439025
9445,CAIRNS,SYDNEY,2000-10-01,69768,417,81.2,1971,137512728,169297074,85894,205.98081534772183
9446,CAIRNS,TOWNSVILLE,2000-10-01,12084,599,57.55930266,284,3431856,5962296,20994,35.04841402337229
9447,CANBERRA,MELBOURNE,2000-10-01,71351,901,77.9,470,33534970,43073620,91646,101.71587125416204
9448,CANBERRA,SYDNEY,2000-10-01,81430,2595,67.2,236,19217480,28601312,121192,46.70211946050097
9449,COFFS HARBOUR,SYDNEY,2000-10-01,13901,611,63.3,443,6158143,9723407,21949,35.92307692307692
9450,DARWIN,MELBOURNE,2000-10-01,102,1,45.1,3131,319362,707606,226,226.0
9451,DARWIN,SYDNEY,2000-10-01,12380,139,72.3,3155,39058900,54048305,17131,123.24460431654676
9452,DEVONPORT,MELBOURNE,2000-10-01,9545,428,62.8,412,3932540,6263636,15203,35.521028037383175
9453,DUBBO,SYDNEY,2000-10-01,10799,525,58.3,310,3347690,5738410,18511,35.25904761904762
9454,GOLD COAST,SYDNEY,2000-10-01,101427,852,78.4,680,68970360,87921280,129296,151.75586854460093
9455,HOBART,MELBOURNE,2000-10-01,67777,1013,83.7,618,41886186,50058000,81000,79.96051332675222
9456,HOBART,SYDNEY,2000-10-01,11947,188,68.7,1039,12412933,18067171,17389,92.49468085106383
9457,KALGOORLIE,PERTH,2000-10-01,17397,346,65.1,538,9359586,14369980,26710,77.19653179190752
9458,KARRATHA,PERTH,2000-10-01,14721,278,65.4,1250,18401250,28126250,22501,80.93884892086331
9459,LAUNCESTON,MELBOURNE,2000-10-01,34860,810,71.5,476,16593360,23222136,48786,60.22962962962963
9460,LAUNCESTON,SYDNEY,2000-10-01,5141,95,71.2,914,4698874,6599994,7221,76.01052631578948
9461,MELBOURNE,BURNIE,2000-10-01,7328,349,59.5,378,2769984,4658850,12325,35.315186246418335
9462,MELBOURNE,GOLD COAST,2000-10-01,45557,332,78.0,1330,60590810,77642740,58378,175.83734939759037
9463,MELBOURNE,MILDURA,2000-10-01,9850,416,67.3,457,4501450,6690480,14640,35.19230769230769
9464,MELBOURNE,NEWCASTLE,2000-10-01,5184,236,62.6,836,4333824,6923752,8282,35.09322033898305
9465,MELBOURNE,PERTH,2000-10-01,87322,634,83.8,2706,236293332,281865078,104163,164.29495268138803
9466,MELBOURNE,SYDNEY,2000-10-01,534892,4005,73.3,706,377633752,514911922,729337,182.10661672908864
9467,PERTH,PORT HEDLAND,2000-10-01,7193,135,72.08859491,1312,9437216,13091136,9978,73.91111111111111
9468,PERTH,SYDNEY,2000-10-01,96228,692,81.0,3284,316012752,390247572,118833,171.72398843930637
9469,SUNSHINE COAST,MELBOURNE,2000-10-01,2811,33,67.6,1454,4087194,6047186,4159,126.03030303030303
9470,SUNSHINE COAST,SYDNEY,2000-10-01,9996,102,78.4,837,8366652,10674261,12753,125.02941176470588
9471,SYDNEY,WAGGA WAGGA,2000-10-01,10053,428,67.1,367,3689451,5494357,14971,34.978971962616825
9472,ADELAIDE,ALICE SPRINGS,2000-11-01,12743,120,85.3,1316,16769788,19661040,14940,124.5
9473,ADELAIDE,BRISBANE,2000-11-01,17482,172,80.2,1622,28355804,35377442,21811,126.80813953488372
9474,ADELAIDE,CANBERRA,2000-11-01,8584,188,71.1,972,8343648,11733012,12071,64.20744680851064
9475,ADELAIDE,DARWIN,2000-11-01,10704,137,66.9,2619,28033776,41875191,15989,116.7080291970803
9476,ADELAIDE,MELBOURNE,2000-11-01,111853,1223,72.7,643,71921479,98896615,153805,125.76042518397384
9477,ADELAIDE,PERTH,2000-11-01,31107,353,69.8,2120,65946840,94452360,44553,126.21246458923513
9478,ADELAIDE,PORT LINCOLN,2000-11-01,8182,510,70.3,246,2012772,2861472,11632,22.807843137254903
9479,ADELAIDE,SYDNEY,2000-11-01,94956,1064,68.9,1167,110813652,160863948,137844,129.55263157894737
9480,ALBURY,SYDNEY,2000-11-01,10880,580,53.3,452,4917760,9229388,20419,35.2051724137931
9481,ALICE SPRINGS,DARWIN,2000-11-01,14010,180,74.8,1305,18283050,24442650,18730,104.05555555555556
9482,ALICE SPRINGS,SYDNEY,2000-11-01,13673,121,90.6,2022,27646806,30503892,15086,124.67768595041322
9483,BALLINA,SYDNEY,2000-11-01,7812,354,62.1,612,4780944,7698348,12579,35.53389830508475
9484,BRISBANE,CAIRNS,2000-11-01,85551,693,81.5,1391,119001441,145960412,104932,151.4170274170274
9485,BRISBANE,CANBERRA,2000-11-01,23338,493,76.8,956,22311128,29036588,30373,61.60851926977688
9486,BRISBANE,DARWIN,2000-11-01,11992,120,64.0,2852,34201184,53415108,18729,156.075
9487,BRISBANE,HAMILTON ISLAND,2000-11-01,11455,146,82.5,888,10172040,12328992,13884,95.0958904109589
9488,BRISBANE,MACKAY,2000-11-01,17032,366,59.5,797,13574504,22810937,28621,78.19945355191257
9489,BRISBANE,MELBOURNE,2000-11-01,174826,1647,80.7,1381,241434706,299073503,216563,131.48937462052217
9490,BRISBANE,NEWCASTLE,2000-11-01,5363,344,53.6,614,3292882,6144912,10008,29.093023255813954
9491,BRISBANE,PERTH,2000-11-01,5786,63,66.2,3615,20916390,31598715,8741,138.74603174603175
9492,BRISBANE,PROSERPINE,2000-11-01,6688,121,69.6,895,5985760,8601845,9611,79.4297520661157
9493,BRISBANE,ROCKHAMPTON,2000-11-01,17607,459,66.0,518,9120426,13814542,26669,58.10239651416122
9494,BRISBANE,SYDNEY,2000-11-01,360456,2977,73.4,753,271423368,369976761,491337,165.04433993953646
9495,BRISBANE,TOWNSVILLE,2000-11-01,39066,444,68.9,1112,43441392,63045952,56696,127.69369369369369
9496,BROOME,PERTH,2000-11-01,10925,211,72.6,1677,18321225,25250589,15057,71.36018957345972
9497,CAIRNS,MELBOURNE,2000-11-01,3339,32,84.7,2311,7716429,9112273,3943,123.21875
9498,CAIRNS,SYDNEY,2000-11-01,64288,354,86.4,1971,126711648,146701530,74430,210.25423728813558
9499,CAIRNS,TOWNSVILLE,2000-11-01,10968,595,51.7334088,284,3114912,6021084,21201,35.63193277310924
9500,CANBERRA,MELBOURNE,2000-11-01,70576,882,78.5,470,33170720,42279320,89956,101.99092970521542
9501,CANBERRA,SYDNEY,2000-11-01,82662,2533,70.9,236,19508232,27499900,116525,46.00276352151599
9502,COFFS HARBOUR,SYDNEY,2000-11-01,14331,567,70.8,443,6348633,8972522,20254,35.72134038800706
9503,DARWIN,SYDNEY,2000-11-01,8867,95,72.0,3155,27975385,38853825,12315,129.6315789473684
9504,DEVONPORT,MELBOURNE,2000-11-01,10986,414,74.9,412,4526232,6042392,14666,35.42512077294686
9505,DUBBO,SYDNEY,2000-11-01,10831,514,60.8,310,3357610,5526680,17828,34.68482490272373
9506,GOLD COAST,SYDNEY,2000-11-01,94769,789,82.6,680,64442920,78019800,114735,145.41825095057035
9507,HOBART,MELBOURNE,2000-11-01,63927,950,83.9,618,39506886,47086656,76192,80.20210526315789
9508,HOBART,SYDNEY,2000-11-01,10833,169,71.2,1039,11255487,15800073,15207,89.98224852071006
9509,KALGOORLIE,PERTH,2000-11-01,15857,344,60.8,538,8531066,14022432,26064,75.76744186046511
9510,KARRATHA,PERTH,2000-11-01,12258,270,55.4,1250,15322500,27667500,22134,81.97777777777777
9511,LAUNCESTON,MELBOURNE,2000-11-01,36542,786,76.6,476,17393992,22695204,47679,60.66030534351145
9512,LAUNCESTON,SYDNEY,2000-11-01,5297,82,85.0,914,4841458,5696962,6233,76.01219512195122
9513,MELBOURNE,BURNIE,2000-11-01,6994,339,58.4,378,2643732,4525416,11972,35.315634218289084
9514,MELBOURNE,GOLD COAST,2000-11-01,39328,292,72.9,1330,52306240,71788080,53976,184.84931506849315
9515,MELBOURNE,MILDURA,2000-11-01,9984,396,71.5,457,4562688,6382462,13966,35.26767676767677
9516,MELBOURNE,NEWCASTLE,2000-11-01,5099,224,63.5,836,4262764,6711408,8028,35.839285714285715
9517,MELBOURNE,PERTH,2000-11-01,82704,613,80.3,2706,223797024,278574582,102947,167.93964110929852
9518,MELBOURNE,SYDNEY,2000-11-01,547708,3941,76.6,706,386681848,504740580,714930,181.40827201217965
9519,PERTH,PORT HEDLAND,2000-11-01,6128,120,69.30558697,1312,8039936,11600704,8842,73.68333333333334
9520,PERTH,SYDNEY,2000-11-01,87517,651,80.4,3284,287405828,357440412,108843,167.19354838709677
9521,SUNSHINE COAST,MELBOURNE,2000-11-01,2581,27,74.3,1454,3752774,5048288,3472,128.59259259259258
9522,SUNSHINE COAST,SYDNEY,2000-11-01,10622,92,88.2,837,8890614,10078317,12041,130.8804347826087
9523,SYDNEY,TOWNSVILLE,2000-11-01,241,2,85.8,1690,407290,474890,281,140.5
9524,SYDNEY,WAGGA WAGGA,2000-11-01,9751,419,66.8,367,3578617,5360769,14607,34.86157517899761
9525,ADELAIDE,ALICE SPRINGS,2000-12-01,11492,124,75.2,1316,15123472,20113744,15284,123.25806451612904
9526,ADELAIDE,BRISBANE,2000-12-01,30085,253,85.6,1622,48797870,56985726,35133,138.86561264822134
9527,ADELAIDE,CANBERRA,2000-12-01,6634,135,75.9,972,6448248,8491392,8736,64.71111111111111
9528,ADELAIDE,DARWIN,2000-12-01,12196,140,73.6,2619,31941324,43425639,16581,118.43571428571428
9529,ADELAIDE,MELBOURNE,2000-12-01,114549,1198,75.9,643,73655007,97070495,150965,126.01419031719533
9530,ADELAIDE,PERTH,2000-12-01,35599,357,77.9,2120,75469880,96828880,45674,127.93837535014005
9531,ADELAIDE,PORT LINCOLN,2000-12-01,9063,495,78.9,246,2229498,2824080,11480,23.19191919191919
9532,ADELAIDE,SYDNEY,2000-12-01,101847,1050,74.3,1167,118855449,159999201,137103,130.5742857142857
9533,ALBURY,SYDNEY,2000-12-01,10337,564,52.1,452,4672324,8962256,19828,35.156028368794324
9534,ALICE SPRINGS,DARWIN,2000-12-01,10892,167,62.5,1305,14214060,22740930,17426,104.34730538922156
9535,ALICE SPRINGS,SYDNEY,2000-12-01,12034,125,78.0,2022,24332748,31199460,15430,123.44
9536,BALLINA,SYDNEY,2000-12-01,8689,363,66.6,612,5317668,7990272,13056,35.96694214876033
9537,BRISBANE,CAIRNS,2000-12-01,83307,727,75.0,1391,115880037,154534536,111096,152.81430536451168
9538,BRISBANE,CANBERRA,2000-12-01,22627,448,80.8,956,21631412,26764176,27996,62.49107142857143
9539,BRISBANE,DARWIN,2000-12-01,13424,124,66.8,2852,38285248,57290976,20088,162.0
9540,BRISBANE,HAMILTON ISLAND,2000-12-01,11099,155,75.7,888,9855912,13018968,14661,94.58709677419355
9541,BRISBANE,MACKAY,2000-12-01,18413,367,64.3,797,14675161,22822892,28636,78.02724795640327
9542,BRISBANE,MELBOURNE,2000-12-01,183767,1751,78.2,1381,253782227,324330612,234852,134.1245002855511
9543,BRISBANE,NEWCASTLE,2000-12-01,4930,331,50.7,614,3027020,5969922,9723,29.37462235649547
9544,BRISBANE,PERTH,2000-12-01,7594,67,81.1,3615,27452310,33829170,9358,139.67164179104478
9545,BRISBANE,PROSERPINE,2000-12-01,6849,122,68.7,895,6129855,8924045,9971,81.72950819672131
9546,BRISBANE,ROCKHAMPTON,2000-12-01,18007,472,67.9,518,9327626,13746166,26537,56.222457627118644
9547,BRISBANE,SYDNEY,2000-12-01,390922,3139,75.4,753,294364266,390515589,518613,165.21599235425293
9548,BRISBANE,TOWNSVILLE,2000-12-01,43691,448,75.6,1112,48584392,64236904,57767,128.94419642857142
9549,BROOME,PERTH,2000-12-01,10381,206,70.6,1677,17408937,24661962,14706,71.3883495145631
9550,CAIRNS,MELBOURNE,2000-12-01,3693,40,76.0,2311,8534523,11233771,4861,121.525
9551,CAIRNS,SYDNEY,2000-12-01,59909,386,76.6,1971,118080639,154197243,78233,202.6761658031088
9552,CAIRNS,TOWNSVILLE,2000-12-01,10514,542,53.59910277,284,2985976,5570944,19616,36.191881918819185
9553,CANBERRA,MELBOURNE,2000-12-01,59963,797,75.7,470,28182610,37247970,79251,99.4366373902133
9554,CANBERRA,SYDNEY,2000-12-01,73102,2373,66.6,236,17252072,25923420,109845,46.289506953223764
9555,COFFS HARBOUR,SYDNEY,2000-12-01,14437,569,70.0,443,6395591,9133774,20618,36.23550087873462
9556,DARWIN,SYDNEY,2000-12-01,8595,97,69.0,3155,27117225,39327075,12465,128.50515463917526
9557,DEVONPORT,MELBOURNE,2000-12-01,11984,447,75.6,412,4937408,6528140,15845,35.44742729306488
9558,DUBBO,SYDNEY,2000-12-01,9466,485,56.2,310,2934460,5222260,16846,34.7340206185567
9559,GOLD COAST,SYDNEY,2000-12-01,106078,845,85.9,680,72133040,84017400,123555,146.2189349112426
9560,HOBART,MELBOURNE,2000-12-01,73354,1050,85.6,618,45332772,52931700,85650,81.57142857142857
9561,HOBART,SYDNEY,2000-12-01,12929,187,77.6,1039,13433231,17300389,16651,89.0427807486631
9562,KALGOORLIE,PERTH,2000-12-01,14151,322,58.2,538,7613238,13076090,24305,75.48136645962732
9563,KARRATHA,PERTH,2000-12-01,12207,249,60.7,1250,15258750,25131250,20105,80.7429718875502
